 year doy hour T1
 2021 292 6 50.4
 2021 292 8 44.8
 2021 292 10 32.1
 2021 292 12 17.0
 2021 292 14 11.4
 2021 292 16 8.3
 2021 292 18 7.9
 2021 292 20 5.0
 2021 292 22 6.7
 2021 293 0 15.4
 2021 293 2 26.1
 2021 293 4 34.7
 2021 293 6 42.6
 2021 293 8 37.2
 2021 293 10 24.4
 2021 293 12 15.7
 2021 293 14 10.4
 2021 293 16 8.4
 2021 293 18 7.5
 2021 293 20 6.6
 2021 293 22 7.1
 2021 294 0 12.8
 2021 294 2 19.1
 2021 294 4 28.2
 2021 294 6 42.8
 2021 294 8 45.7
 2021 294 10 35.5
 2021 294 12 26.1
 2021 294 14 18.2
 2021 294 16 13.2
 2021 294 18 9.6
 2021 294 20 7.5
 2021 294 22 8.0
 2021 295 0 15.8
 2021 295 2 25.8
 2021 295 4 39.7
 2021 295 6 46.9
 2021 295 8 38.8
 2021 295 10 25.1
 2021 295 12 19.0
 2021 295 14 13.4
 2021 295 16 10.6
 2021 295 18 9.4
 2021 295 20 6.3
 2021 295 22 6.7
 2021 296 0 13.4
 2021 296 2 23.7
 2021 296 4 36.1
 2021 296 6 45.7
 2021 296 8 36.9
 2021 296 10 25.4
 2021 296 12 21.0
 2021 296 14 15.0
 2021 296 16 10.4
 2021 296 18 9.0
 2021 296 20 6.7
 2021 296 22 7.7
 2021 297 0 16.3
 2021 297 2 28.1
 2021 297 4 40.6
 2021 297 6 48.9
 2021 297 8 40.6
 2021 297 10 30.1
 2021 297 12 24.1
 2021 297 14 16.4
 2021 297 16 12.8
 2021 297 18 9.7
 2021 297 20 7.5
 2021 297 22 8.5
 2021 298 0 17.9
 2021 298 2 35.6
 2021 298 4 46.1
 2021 298 6 48.3
 2021 298 8 35.5
 2021 298 10 22.6
 2021 298 12 19.3
 2021 298 14 14.5
 2021 298 16 11.4
 2021 298 18 9.6
 2021 298 20 7.0
 2021 298 22 8.4
 2021 299 0 18.0
 2021 299 2 33.3
 2021 299 4 47.6
 2021 299 6 56.6
 2021 299 8 47.7
 2021 299 10 35.8
 2021 299 12 29.1
 2021 299 14 22.3
 2021 299 16 16.0
 2021 299 18 12.8
 2021 299 20 8.6
 2021 299 22 9.2
 2021 300 0 17.6
 2021 300 2 28.1
 2021 300 4 42.2
 2021 300 6 56.4
 2021 300 8 51.5
 2021 300 10 35.4
 2021 300 12 27.0
 2021 300 14 19.9
 2021 300 16 15.0
 2021 300 18 12.6
 2021 300 20 8.9
 2021 300 22 9.1
 2021 301 0 17.8
 2021 301 2 28.6
 2021 301 4 41.3
 2021 301 6 56.5
 2021 301 8 49.1
 2021 301 10 39.3
 2021 301 12 32.1
 2021 301 14 21.3
 2021 301 16 15.7
 2021 301 18 11.9
 2021 301 20 8.8
 2021 301 22 8.2
 2021 302 0 15.8
 2021 302 2 28.1
 2021 302 4 44.0
 2021 302 6 54.8
 2021 302 8 45.8
 2021 302 10 34.6
 2021 302 12 32.0
 2021 302 14 21.6
 2021 302 16 15.2
 2021 302 18 11.0
 2021 302 20 8.5
 2021 302 22 8.9
 2021 303 0 20.2
 2021 303 2 33.8
 2021 303 4 46.1
 2021 303 6 58.5
 2021 303 8 52.8
 2021 303 10 41.5
 2021 303 12 34.5
 2021 303 14 22.8
 2021 303 16 17.4
 2021 303 18 15.0
 2021 303 20 10.0
 2021 303 22 10.8
 2021 304 0 19.2
 2021 304 2 29.6
 2021 304 4 38.8
 2021 304 6 52.8
 2021 304 8 54.8
 2021 304 10 50.6
 2021 304 12 42.7
 2021 304 14 28.8
 2021 304 16 22.9
 2021 304 18 16.5
 2021 304 20 7.3
 2021 304 22 8.4
 2021 305 0 20.4
 2021 305 2 30.2
 2021 305 4 44.8
 2021 305 6 57.3
 2021 305 8 56.1
 2021 305 10 50.9
 2021 305 12 39.7
 2021 305 14 26.6
 2021 305 16 20.4
 2021 305 18 14.4
 2021 305 20 7.3
 2021 305 22 7.9
 2021 306 0 19.7
 2021 306 2 34.9
 2021 306 4 46.6
 2021 306 6 54.0
 2021 306 8 40.4
 2021 306 10 32.4
 2021 306 12 28.0
 2021 306 14 16.9
 2021 306 16 13.1
 2021 306 18 8.3
 2021 306 20 7.3
 2021 306 22 8.1
 2021 307 0 18.8
 2021 307 2 31.5
 2021 307 4 42.8
 2021 307 6 49.1
 2021 307 8 41.7
 2021 307 10 41.5
 2021 307 12 31.6
 2021 307 14 19.2
 2021 307 16 13.5
 2021 307 18 9.9
 2021 307 20 6.3
 2021 307 22 7.0
 2021 308 0 21.7
 2021 308 2 26.3
 2021 308 4 52.1
 2021 308 6 56.7
 2021 308 8 51.7
 2021 308 10 48.1
 2021 308 12 33.4
 2021 308 14 25.4
 2021 308 16 17.7
 2021 308 18 11.7
 2021 308 20 10.2
 2021 308 22 11.1
 2021 309 0 25.8
 2021 309 2 31.5
 2021 309 4 39.0
 2021 309 6 40.8
 2021 309 8 29.0
 2021 309 10 23.9
 2021 309 12 20.9
 2021 309 14 15.7
 2021 309 16 10.5
 2021 309 18 7.6
 2021 309 20 6.0
 2021 309 22 7.1
 2021 310 0 21.3
 2021 310 2 39.6
 2021 310 4 54.6
 2021 310 6 58.7
 2021 310 8 43.6
 2021 310 10 33.9
 2021 310 12 22.9
 2021 310 14 13.4
 2021 310 16 10.3
 2021 310 18 9.9
 2021 310 20 6.4
 2021 310 22 7.7
 2021 311 0 15.1
 2021 311 2 28.0
 2021 311 4 47.5
 2021 311 6 56.8
 2021 311 8 43.4
 2021 311 10 36.1
 2021 311 12 26.1
 2021 311 14 18.2
 2021 311 16 11.7
 2021 311 18 9.1
 2021 311 20 8.3
 2021 311 22 7.2
 2021 312 0 14.1
 2021 312 2 22.5
 2021 312 4 37.3
 2021 312 6 51.9
 2021 312 8 50.2
 2021 312 10 28.1
 2021 312 12 19.8
 2021 312 14 13.1
 2021 312 16 11.0
 2021 312 18 9.3
 2021 312 20 7.6
 2021 312 22 7.2
 2021 313 0 14.1
 2021 313 2 22.3
 2021 313 4 37.5
 2021 313 6 55.3
 2021 313 8 52.8
 2021 313 10 33.2
 2021 313 12 20.8
 2021 313 14 12.5
 2021 313 16 11.0
 2021 313 18 9.7
 2021 313 20 8.5
 2021 313 22 7.0
 2021 314 0 15.7
 2021 314 2 20.8
 2021 314 4 39.6
 2021 314 6 51.2
 2021 314 8 50.0
 2021 314 10 33.9
 2021 314 12 22.4
 2021 314 14 15.2
 2021 314 16 12.2
 2021 314 18 11.2
 2021 314 20 9.7
 2021 314 22 7.5
 2021 315 0 14.1
 2021 315 2 22.9
 2021 315 4 40.3
 2021 315 6 53.4
 2021 315 8 50.0
 2021 315 10 37.3
 2021 315 12 26.4
 2021 315 14 17.1
 2021 315 16 13.6
 2021 315 18 11.9
 2021 315 20 8.1
 2021 315 22 6.9
 2021 316 0 14.5
 2021 316 2 24.1
 2021 316 4 35.2
 2021 316 6 39.3
 2021 316 8 35.7
 2021 316 10 23.4
 2021 316 12 15.2
 2021 316 14 9.8
 2021 316 16 8.4
 2021 316 18 7.2
 2021 316 20 6.1
 2021 316 22 6.5
 2021 317 0 13.8
 2021 317 2 20.9
 2021 317 4 32.2
 2021 317 6 36.8
 2021 317 8 35.3
 2021 317 10 26.8
 2021 317 12 20.9
 2021 317 14 13.6
 2021 317 16 10.2
 2021 317 18 8.6
 2021 317 20 6.9
 2021 317 22 6.9
 2021 318 0 14.5
 2021 318 2 18.9
 2021 318 4 24.6
 2021 318 6 33.7
 2021 318 8 33.8
 2021 318 10 25.1
 2021 318 12 17.7
 2021 318 14 13.6
 2021 318 16 10.5
 2021 318 18 8.4
 2021 318 20 7.7
 2021 318 22 7.8
 2021 319 0 14.8
 2021 319 2 21.9
 2021 319 4 35.0
 2021 319 6 41.4
 2021 319 8 43.2
 2021 319 10 27.4
 2021 319 12 17.6
 2021 319 14 12.8
 2021 319 16 9.3
 2021 319 18 8.2
 2021 319 20 6.1
 2021 319 22 6.6
 2021 320 0 16.7
 2021 320 2 21.2
 2021 320 4 36.4
 2021 320 6 36.9
 2021 320 8 29.9
 2021 320 10 20.5
 2021 320 12 15.6
 2021 320 14 10.6
 2021 320 16 8.7
 2021 320 18 7.4
 2021 320 20 5.9
 2021 320 22 6.7
 2021 321 0 16.2
 2021 321 2 27.1
 2021 321 4 43.1
 2021 321 6 51.3
 2021 321 8 44.8
 2021 321 10 31.1
 2021 321 12 17.9
 2021 321 14 12.0
 2021 321 16 9.4
 2021 321 18 8.0
 2021 321 20 5.8
 2021 321 22 6.2
 2021 322 0 14.3
 2021 322 2 26.6
 2021 322 4 39.5
 2021 322 6 43.9
 2021 322 8 41.4
 2021 322 10 31.0
 2021 322 12 23.5
 2021 322 14 16.8
 2021 322 16 14.5
 2021 322 18 12.3
 2021 322 20 7.1
 2021 322 22 6.2
 2021 323 0 13.2
 2021 323 2 21.7
 2021 323 4 32.2
 2021 323 6 34.6
 2021 323 8 23.6
 2021 323 10 16.2
 2021 323 12 11.5
 2021 323 14 8.8
 2021 323 16 8.0
 2021 323 18 7.1
 2021 323 20 5.2
 2021 323 22 5.4
 2021 324 0 15.8
 2021 324 2 30.4
 2021 324 4 39.1
 2021 324 6 42.5
 2021 324 8 36.5
 2021 324 10 22.9
 2021 324 12 14.7
 2021 324 14 10.1
 2021 324 16 9.0
 2021 324 18 8.4
 2021 324 20 5.7
 2021 324 22 5.6
 2021 325 0 14.2
 2021 325 2 19.8
 2021 325 4 33.0
 2021 325 6 36.8
 2021 325 8 25.5
 2021 325 10 20.7
 2021 325 12 14.6
 2021 325 14 10.0
 2021 325 16 7.8
 2021 325 18 6.1
 2021 325 20 5.7
 2021 325 22 6.1
 2021 326 0 14.5
 2021 326 2 24.5
 2021 326 4 35.5
 2021 326 6 38.7
 2021 326 8 36.7
 2021 326 10 26.3
 2021 326 12 20.6
 2021 326 14 13.2
 2021 326 16 10.0
 2021 326 18 8.7
 2021 326 20 6.3
 2021 326 22 5.8
 2021 327 0 12.6
 2021 327 2 21.7
 2021 327 4 33.8
 2021 327 6 38.5
 2021 327 8 34.2
 2021 327 10 23.4
 2021 327 12 17.8
 2021 327 14 11.8
 2021 327 16 8.0
 2021 327 18 6.9
 2021 327 20 5.6
 2021 327 22 5.7
 2021 328 0 16.2
 2021 328 2 29.3
 2021 328 4 40.6
 2021 328 6 46.4
 2021 328 8 38.9
 2021 328 10 27.4
 2021 328 12 17.4
 2021 328 14 10.3
 2021 328 16 7.8
 2021 328 18 7.3
 2021 328 20 5.4
 2021 328 22 5.4
 2021 329 0 13.3
 2021 329 2 20.1
 2021 329 4 32.4
 2021 329 6 42.4
 2021 329 8 42.9
 2021 329 10 30.4
 2021 329 12 19.4
 2021 329 14 11.2
 2021 329 16 8.7
 2021 329 18 7.9
 2021 329 20 5.8
 2021 329 22 5.7
 2021 330 0 12.8
 2021 330 2 17.2
 2021 330 4 21.2
 2021 330 6 25.6
 2021 330 8 23.0
 2021 330 10 19.7
 2021 330 12 12.1
 2021 330 14 9.4
 2021 330 16 8.1
 2021 330 18 7.9
 2021 330 20 6.7
 2021 330 22 7.0
 2021 331 0 16.4
 2021 331 2 27.0
 2021 331 4 40.5
 2021 331 6 43.9
 2021 331 8 37.4
 2021 331 10 29.0
 2021 331 12 15.6
 2021 331 14 10.9
 2021 331 16 8.5
 2021 331 18 8.5
 2021 331 20 7.2
 2021 331 22 6.7
 2021 332 0 13.1
 2021 332 2 18.5
 2021 332 4 28.7
 2021 332 6 35.2
 2021 332 8 37.7
 2021 332 10 30.8
 2021 332 12 18.2
 2021 332 14 12.6
 2021 332 16 8.2
 2021 332 18 8.2
 2021 332 20 8.1
 2021 332 22 8.5
 2021 333 0 16.8
 2021 333 2 21.1
 2021 333 4 32.4
 2021 333 6 39.7
 2021 333 8 38.6
 2021 333 10 32.1
 2021 333 12 19.2
 2021 333 14 13.4
 2021 333 16 10.1
 2021 333 18 8.4
 2021 333 20 7.7
 2021 333 22 7.1
 2021 334 0 15.8
 2021 334 2 21.7
 2021 334 4 31.6
 2021 334 6 40.9
 2021 334 8 40.3
 2021 334 10 32.4
 2021 334 12 18.1
 2021 334 14 13.3
 2021 334 16 9.9
 2021 334 18 9.3
 2021 334 20 7.1
 2021 334 22 6.4
 2021 335 0 14.5
 2021 335 2 21.4
 2021 335 4 34.9
 2021 335 6 41.8
 2021 335 8 40.8
 2021 335 10 28.9
 2021 335 12 18.3
 2021 335 14 13.6
 2021 335 16 10.4
 2021 335 18 7.8
 2021 335 20 6.1
 2021 335 22 6.8
 2021 336 0 16.6
 2021 336 2 22.1
 2021 336 4 31.5
 2021 336 6 36.8
 2021 336 8 33.2
 2021 336 10 27.7
 2021 336 12 19.9
 2021 336 14 13.7
 2021 336 16 8.4
 2021 336 18 7.5
 2021 336 20 5.6
 2021 336 22 5.6
 2021 337 0 14.8
 2021 337 2 24.2
 2021 337 4 29.2
 2021 337 6 31.3
 2021 337 8 27.2
 2021 337 10 20.7
 2021 337 12 10.6
 2021 337 14 9.1
 2021 337 16 8.1
 2021 337 18 7.7
 2021 337 20 6.1
 2021 337 22 6.3
 2021 338 0 19.1
 2021 338 2 34.1
 2021 338 4 39.0
 2021 338 6 36.6
 2021 338 8 29.8
 2021 338 10 26.2
 2021 338 12 12.5
 2021 338 14 9.0
 2021 338 16 6.8
 2021 338 18 6.9
 2021 338 20 5.5
 2021 338 22 5.3
 2021 339 0 15.3
 2021 339 2 26.0
 2021 339 4 35.4
 2021 339 6 34.9
 2021 339 8 25.1
 2021 339 10 17.9
 2021 339 12 13.6
 2021 339 14 10.7
 2021 339 16 8.3
 2021 339 18 6.6
 2021 339 20 5.6
 2021 339 22 5.5
 2021 340 0 15.3
 2021 340 2 27.3
 2021 340 4 36.9
 2021 340 6 37.7
 2021 340 8 26.2
 2021 340 10 16.1
 2021 340 12 10.2
 2021 340 14 8.7
 2021 340 16 7.3
 2021 340 18 6.9
 2021 340 20 5.8
 2021 340 22 5.1
 2021 341 0 15.7
 2021 341 2 25.8
 2021 341 4 36.0
 2021 341 6 38.0
 2021 341 8 29.6
 2021 341 10 17.2
 2021 341 12 9.7
 2021 341 14 8.6
 2021 341 16 7.5
 2021 341 18 7.0
 2021 341 20 5.4
 2021 341 22 5.2
 2021 342 0 13.5
 2021 342 2 24.0
 2021 342 4 37.7
 2021 342 6 37.8
 2021 342 8 29.0
 2021 342 10 16.5
 2021 342 12 10.5
 2021 342 14 9.1
 2021 342 16 8.0
 2021 342 18 7.1
 2021 342 20 6.1
 2021 342 22 5.4
 2021 343 0 10.4
 2021 343 2 13.7
 2021 343 4 22.1
 2021 343 6 28.5
 2021 343 8 27.6
 2021 343 10 19.9
 2021 343 12 9.8
 2021 343 14 9.1
 2021 343 16 7.7
 2021 343 18 7.0
 2021 343 20 5.9
 2021 343 22 5.1
 2021 344 0 11.2
 2021 344 2 15.8
 2021 344 4 25.9
 2021 344 6 31.8
 2021 344 8 28.0
 2021 344 10 20.7
 2021 344 12 11.2
 2021 344 14 8.9
 2021 344 16 7.3
 2021 344 18 6.6
 2021 344 20 5.7
 2021 344 22 5.1
 2021 345 0 10.9
 2021 345 2 14.7
 2021 345 4 22.9
 2021 345 6 27.8
 2021 345 8 24.5
 2021 345 10 16.3
 2021 345 12 9.9
 2021 345 14 8.5
 2021 345 16 7.3
 2021 345 18 6.0
 2021 345 20 5.3
 2021 345 22 5.4
 2021 346 0 12.1
 2021 346 2 19.7
 2021 346 4 27.7
 2021 346 6 31.7
 2021 346 8 27.0
 2021 346 10 17.4
 2021 346 12 10.4
 2021 346 14 9.0
 2021 346 16 8.4
 2021 346 18 7.1
 2021 346 20 6.6
 2021 346 22 5.8
 2021 347 0 13.0
 2021 347 2 24.0
 2021 347 4 33.7
 2021 347 6 34.1
 2021 347 8 28.5
 2021 347 10 22.0
 2021 347 12 12.2
 2021 347 14 10.0
 2021 347 16 8.2
 2021 347 18 7.1
 2021 347 20 5.5
 2021 347 22 4.5
 2021 348 0 12.3
 2021 348 2 19.4
 2021 348 4 26.2
 2021 348 6 32.8
 2021 348 8 27.9
 2021 348 10 19.5
 2021 348 12 10.0
 2021 348 14 8.5
 2021 348 16 7.2
 2021 348 18 6.5
 2021 348 20 5.6
 2021 348 22 5.3
 2021 349 0 11.4
 2021 349 2 17.7
 2021 349 4 26.2
 2021 349 6 31.1
 2021 349 8 31.6
 2021 349 10 24.2
 2021 349 12 15.7
 2021 349 14 10.3
 2021 349 16 7.4
 2021 349 18 6.7
 2021 349 20 6.0
 2021 349 22 5.9
 2021 350 0 17.4
 2021 350 2 25.9
 2021 350 4 33.4
 2021 350 6 38.2
 2021 350 8 32.0
 2021 350 10 24.4
 2021 350 12 15.7
 2021 350 14 11.4
 2021 350 16 7.8
 2021 350 18 6.9
 2021 350 20 5.9
 2021 350 22 6.1
 2021 351 0 16.8
 2021 351 2 33.0
 2021 351 4 39.8
 2021 351 6 46.4
 2021 351 8 36.9
 2021 351 10 30.4
 2021 351 12 21.6
 2021 351 14 13.4
 2021 351 16 9.6
 2021 351 18 8.6
 2021 351 20 6.9
 2021 351 22 6.7
 2021 352 0 17.9
 2021 352 2 28.3
 2021 352 4 40.6
 2021 352 6 44.7
 2021 352 8 39.8
 2021 352 10 27.1
 2021 352 12 19.5
 2021 352 14 13.0
 2021 352 16 9.5
 2021 352 18 7.9
 2021 352 20 6.6
 2021 352 22 6.6
 2021 353 0 18.0
 2021 353 2 29.8
 2021 353 4 43.6
 2021 353 6 50.6
 2021 353 8 45.4
 2021 353 10 32.9
 2021 353 12 22.2
 2021 353 14 14.0
 2021 353 16 9.9
 2021 353 18 7.9
 2021 353 20 6.9
 2021 353 22 7.4
 2021 354 0 19.1
 2021 354 2 28.1
 2021 354 4 46.1
 2021 354 6 55.2
 2021 354 8 44.6
 2021 354 10 28.6
 2021 354 12 21.7
 2021 354 14 11.8
 2021 354 16 9.3
 2021 354 18 8.8
 2021 354 20 8.2
 2021 354 22 7.4
 2021 355 0 20.1
 2021 355 2 31.5
 2021 355 4 47.3
 2021 355 6 49.7
 2021 355 8 44.3
 2021 355 10 33.4
 2021 355 12 24.6
 2021 355 14 13.6
 2021 355 16 9.2
 2021 355 18 8.7
 2021 355 20 6.4
 2021 355 22 6.9
 2021 356 0 21.5
 2021 356 2 39.7
 2021 356 4 49.4
 2021 356 6 53.7
 2021 356 8 43.4
 2021 356 10 30.2
 2021 356 12 23.3
 2021 356 14 14.0
 2021 356 16 11.2
 2021 356 18 9.4
 2021 356 20 6.1
 2021 356 22 7.2
 2021 357 0 19.0
 2021 357 2 26.6
 2021 357 4 47.0
 2021 357 6 52.3
 2021 357 8 49.6
 2021 357 10 38.2
 2021 357 12 24.9
 2021 357 14 15.2
 2021 357 16 9.9
 2021 357 18 7.4
 2021 357 20 5.9
 2021 357 22 6.3
 2021 358 0 17.6
 2021 358 2 25.1
 2021 358 4 44.1
 2021 358 6 54.4
 2021 358 8 49.3
 2021 358 10 32.0
 2021 358 12 20.3
 2021 358 14 12.8
 2021 358 16 8.9
 2021 358 18 7.7
 2021 358 20 7.2
 2021 358 22 7.6
 2021 359 0 18.0
 2021 359 2 29.2
 2021 359 4 47.0
 2021 359 6 54.0
 2021 359 8 49.2
 2021 359 10 34.9
 2021 359 12 22.8
 2021 359 14 13.6
 2021 359 16 9.8
 2021 359 18 9.0
 2021 359 20 8.1
 2021 359 22 7.1
 2021 360 0 19.9
 2021 360 2 29.4
 2021 360 4 49.1
 2021 360 6 58.0
 2021 360 8 51.9
 2021 360 10 39.4
 2021 360 12 25.5
 2021 360 14 14.0
 2021 360 16 9.0
 2021 360 18 7.6
 2021 360 20 6.5
 2021 360 22 6.6
 2021 361 0 17.4
 2021 361 2 26.1
 2021 361 4 46.5
 2021 361 6 51.9
 2021 361 8 47.1
 2021 361 10 33.1
 2021 361 12 22.8
 2021 361 14 14.4
 2021 361 16 9.6
 2021 361 18 7.3
 2021 361 20 5.8
 2021 361 22 6.1
 2021 362 0 19.6
 2021 362 2 30.7
 2021 362 4 45.6
 2021 362 6 53.4
 2021 362 8 45.9
 2021 362 10 33.5
 2021 362 12 25.0
 2021 362 14 15.0
 2021 362 16 11.3
 2021 362 18 10.5
 2021 362 20 8.9
 2021 362 22 7.2
 2021 363 0 20.5
 2021 363 2 28.7
 2021 363 4 46.0
 2021 363 6 47.6
 2021 363 8 44.0
 2021 363 10 32.8
 2021 363 12 20.7
 2021 363 14 12.1
 2021 363 16 9.4
 2021 363 18 8.8
 2021 363 20 7.5
 2021 363 22 6.4
 2021 364 0 19.7
 2021 364 2 25.8
 2021 364 4 35.2
 2021 364 6 42.1
 2021 364 8 41.5
 2021 364 10 33.5
 2021 364 12 23.6
 2021 364 14 11.9
 2021 364 16 8.6
 2021 364 18 8.1
 2021 364 20 6.4
 2021 364 22 5.6
 2021 365 0 17.6
 2021 365 2 23.5
 2021 365 4 32.2
 2021 365 6 37.3
 2021 365 8 33.6
 2021 365 10 23.8
 2021 365 12 18.7
 2021 365 14 13.5
 2021 365 16 9.3
 2021 365 18 8.6
 2021 365 20 6.3
 2021 365 22 5.7
 2022 1 0 19.4
 2022 1 2 32.7
 2022 1 4 35.7
 2022 1 6 38.3
 2022 1 8 35.6
 2022 1 10 26.7
 2022 1 12 17.2
 2022 1 14 11.6
 2022 1 16 10.8
 2022 1 18 7.7
 2022 1 20 6.1
 2022 1 22 5.9
 2022 2 0 17.1
 2022 2 2 29.3
 2022 2 4 34.1
 2022 2 6 34.7
 2022 2 8 29.1
 2022 2 10 22.8
 2022 2 12 15.0
 2022 2 14 9.8
 2022 2 16 8.6
 2022 2 18 8.0
 2022 2 20 6.2
 2022 2 22 5.1
 2022 3 0 18.4
 2022 3 2 29.7
 2022 3 4 42.1
 2022 3 6 43.0
 2022 3 8 30.6
 2022 3 10 21.4
 2022 3 12 13.5
 2022 3 14 8.4
 2022 3 16 7.0
 2022 3 18 6.9
 2022 3 20 5.8
 2022 3 22 5.5
 2022 4 0 15.9
 2022 4 2 27.6
 2022 4 4 37.6
 2022 4 6 40.6
 2022 4 8 35.2
 2022 4 10 22.9
 2022 4 12 15.0
 2022 4 14 10.1
 2022 4 16 7.3
 2022 4 18 6.3
 2022 4 20 5.1
 2022 4 22 4.3
 2022 5 0 14.4
 2022 5 2 24.9
 2022 5 4 33.1
 2022 5 6 34.0
 2022 5 8 25.2
 2022 5 10 19.2
 2022 5 12 12.0
 2022 5 14 7.5
 2022 5 16 6.2
 2022 5 18 6.6
 2022 5 20 5.7
 2022 5 22 5.3
 2022 6 0 13.7
 2022 6 2 24.6
 2022 6 4 36.2
 2022 6 6 38.0
 2022 6 8 27.4
 2022 6 10 16.5
 2022 6 12 12.1
 2022 6 14 7.2
 2022 6 16 5.9
 2022 6 18 5.3
 2022 6 20 4.4
 2022 6 22 3.9
 2022 7 0 11.4
 2022 7 2 16.3
 2022 7 4 31.3
 2022 7 6 38.5
 2022 7 8 31.1
 2022 7 10 18.3
 2022 7 12 12.7
 2022 7 14 6.9
 2022 7 16 5.7
 2022 7 18 5.7
 2022 7 20 4.9
 2022 7 22 4.5
 2022 8 0 12.4
 2022 8 2 16.2
 2022 8 4 24.6
 2022 8 6 27.6
 2022 8 8 21.4
 2022 8 10 14.1
 2022 8 12 11.4
 2022 8 14 7.1
 2022 8 16 6.0
 2022 8 18 6.4
 2022 8 20 6.5
 2022 8 22 6.4
 2022 9 0 15.5
 2022 9 2 19.1
 2022 9 4 39.4
 2022 9 6 46.4
 2022 9 8 42.2
 2022 9 10 24.9
 2022 9 12 16.6
 2022 9 14 10.5
 2022 9 16 7.8
 2022 9 18 7.0
 2022 9 20 5.7
 2022 9 22 5.2
 2022 10 0 13.9
 2022 10 2 19.7
 2022 10 4 28.0
 2022 10 6 35.1
 2022 10 8 26.9
 2022 10 10 20.0
 2022 10 12 13.8
 2022 10 14 9.7
 2022 10 16 7.7
 2022 10 18 8.1
 2022 10 20 7.7
 2022 10 22 7.0
 2022 11 0 15.7
 2022 11 2 25.1
 2022 11 4 35.7
 2022 11 6 41.4
 2022 11 8 36.7
 2022 11 10 28.1
 2022 11 12 20.1
 2022 11 14 10.8
 2022 11 16 7.8
 2022 11 18 7.2
 2022 11 20 6.5
 2022 11 22 5.8
 2022 12 0 15.8
 2022 12 2 24.7
 2022 12 4 29.3
 2022 12 6 34.1
 2022 12 8 30.7
 2022 12 10 25.6
 2022 12 12 16.9
 2022 12 14 11.8
 2022 12 16 7.8
 2022 12 18 7.3
 2022 12 20 6.8
 2022 12 22 5.8
 2022 13 0 15.7
 2022 13 2 22.2
 2022 13 4 32.7
 2022 13 6 38.7
 2022 13 8 38.5
 2022 13 10 29.3
 2022 13 12 20.3
 2022 13 14 11.5
 2022 13 16 7.8
 2022 13 18 7.6
 2022 13 20 7.2
 2022 13 22 6.4
 2022 14 0 16.0
 2022 14 2 25.1
 2022 14 4 31.9
 2022 14 6 38.1
 2022 14 8 35.6
 2022 14 10 27.9
 2022 14 12 20.5
 2022 14 14 16.7
 2022 14 16 10.7
 2022 14 18 8.4
 2022 14 20 7.2
 2022 14 22 7.7
 2022 15 0 17.9
 2022 15 2 27.7
 2022 15 4 36.5
 2022 15 6 39.6
 2022 15 8 33.0
 2022 15 10 18.7
 2022 15 12 21.7
 2022 15 14 11.3
 2022 15 16 9.0
 2022 15 18 7.6
 2022 15 20 7.2
 2022 15 22 7.7
 2022 16 0 23.5
 2022 16 2 42.5
 2022 16 4 45.7
 2022 16 6 45.0
 2022 16 8 35.2
 2022 16 10 25.1
 2022 16 12 20.0
 2022 16 14 16.2
 2022 16 16 9.7
 2022 16 18 7.9
 2022 16 20 7.4
 2022 16 22 7.6
 2022 17 0 18.2
 2022 17 2 33.8
 2022 17 4 45.6
 2022 17 6 46.2
 2022 17 8 36.8
 2022 17 10 27.0
 2022 17 12 17.8
 2022 17 14 13.2
 2022 17 16 9.9
 2022 17 18 9.0
 2022 17 20 6.1
 2022 17 22 6.1
 2022 18 0 18.6
 2022 18 2 25.2
 2022 18 4 37.2
 2022 18 6 42.5
 2022 18 8 42.6
 2022 18 10 28.6
 2022 18 12 17.6
 2022 18 14 12.3
 2022 18 16 8.7
 2022 18 18 8.4
 2022 18 20 7.4
 2022 18 22 7.3
 2022 19 0 15.6
 2022 19 2 23.4
 2022 19 4 35.1
 2022 19 6 37.8
 2022 19 8 36.4
 2022 19 10 32.3
 2022 19 12 22.5
 2022 19 14 16.2
 2022 19 16 9.2
 2022 19 18 8.1
 2022 19 20 8.1
 2022 19 22 8.0
 2022 20 0 17.0
 2022 20 2 27.9
 2022 20 4 42.4
 2022 20 6 49.3
 2022 20 8 48.6
 2022 20 10 34.4
 2022 20 12 20.9
 2022 20 14 13.0
 2022 20 16 8.9
 2022 20 18 7.8
 2022 20 20 5.9
 2022 20 22 5.0
 2022 21 0 15.7
 2022 21 2 25.1
 2022 21 4 33.1
 2022 21 6 39.6
 2022 21 8 42.5
 2022 21 10 26.7
 2022 21 12 15.1
 2022 21 14 10.9
 2022 21 16 7.7
 2022 21 18 7.7
 2022 21 20 7.2
 2022 21 22 6.8
 2022 22 0 16.8
 2022 22 2 28.7
 2022 22 4 36.7
 2022 22 6 47.7
 2022 22 8 49.0
 2022 22 10 41.5
 2022 22 12 30.5
 2022 22 14 19.0
 2022 22 16 12.5
 2022 22 18 10.0
 2022 22 20 7.8
 2022 22 22 6.9
 2022 23 0 18.2
 2022 23 2 26.4
 2022 23 4 35.9
 2022 23 6 46.4
 2022 23 8 49.5
 2022 23 10 35.8
 2022 23 12 24.9
 2022 23 14 15.8
 2022 23 16 10.0
 2022 23 18 7.7
 2022 23 20 6.9
 2022 23 22 6.5
 2022 24 0 16.7
 2022 24 2 23.5
 2022 24 4 27.5
 2022 24 6 34.6
